Компонент Модуль  Версія Сума,MGA-01900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00700-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00700-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-02400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00801-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00801-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00901-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-B_UA-IPS_C000 kWh  2.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.03.2022 01:00 - 02:00,f,f,363,0,21,0,0,0,70,0,4,0,252,0,0,0,23,0,7,0,f,f,0,0,178,0,0,0,0,0,0,0,0,0,0,0,161,0,12,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,87,0,0,0,832,0,0,0,36,0,0,0,95,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 02:00 - 03:00,f,f,353,0,20,0,0,0,66,0,4,0,232,0,0,0,23,0,7,0,f,f,0,0,173,0,0,0,0,0,0,0,0,0,0,0,156,0,12,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,84,0,0,0,817,0,0,0,34,0,0,0,94,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 03:00 - 04:00,f,f,390,0,21,0,0,0,69,0,3,0,270,0,0,0,22,0,8,0,f,f,0,0,168,0,0,0,0,0,0,0,0,0,0,0,155,0,12,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,85,0,0,0,665,0,0,0,35,0,0,0,94,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 04:00 - 05:00,f,f,370,0,21,0,0,0,69,0,4,0,262,0,0,0,23,0,7,0,f,f,0,0,173,0,0,0,0,0,0,0,0,0,0,0,154,0,12,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,86,0,0,0,583,0,0,0,35,0,0,0,95,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 05:00 - 06:00,f,f,364,0,23,0,0,0,67,0,3,0,293,0,0,0,24,0,7,0,f,f,0,0,190,0,0,0,0,0,0,0,0,0,0,0,156,0,14,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,90,0,0,0,505,0,0,0,35,0,0,0,101,0,0,0,0,0,0,0,36,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 06:00 - 07:00,f,f,369,0,27,0,0,0,74,0,3,0,339,0,0,0,30,0,7,0,f,f,0,0,215,0,0,0,0,0,0,0,0,0,0,0,162,0,14,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,108,0,0,0,505,0,0,0,41,0,0,0,117,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 07:00 - 08:00,f,f,397,0,30,0,0,0,96,0,3,0,373,0,0,0,38,0,19,0,f,f,0,0,236,0,0,0,0,0,0,0,0,0,0,0,175,0,14,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,126,0,0,0,559,0,0,0,44,0,0,0,126,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 08:00 - 09:00,f,f,506,0,32,0,0,0,248,0,3,0,387,0,0,0,42,0,115,0,f,f,0,0,260,0,0,0,0,0,0,0,0,0,0,0,190,0,16,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,142,0,0,0,614,0,0,0,49,0,0,0,139,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 09:00 - 10:00,f,f,505,0,32,0,0,0,379,0,4,0,389,0,0,0,44,0,123,0,f,f,0,0,272,0,0,0,0,0,0,0,0,0,0,0,200,0,16,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,148,0,0,0,593,0,0,0,51,0,0,0,133,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 10:00 - 11:00,f,f,537,0,30,0,0,0,403,0,4,0,381,0,0,0,44,0,101,0,f,f,0,0,270,0,0,0,0,0,0,0,0,0,0,0,205,0,16,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,150,0,0,0,595,0,0,0,51,0,0,0,135,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 11:00 - 12:00,f,f,505,0,30,0,0,0,409,0,3,0,357,0,0,0,40,0,96,0,f,f,0,0,262,0,0,0,0,0,0,0,0,0,0,0,205,0,14,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,146,0,0,0,587,0,0,0,48,0,0,0,133,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 12:00 - 13:00,f,f,529,0,29,0,0,0,434,0,3,0,359,0,0,0,38,0,53,0,f,f,0,0,255,0,0,0,0,0,0,0,0,0,0,0,202,0,16,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,144,0,0,0,528,0,0,0,47,0,0,0,129,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 13:00 - 14:00,f,f,510,0,29,0,0,0,462,0,4,0,349,0,0,0,37,0,76,0,f,f,0,0,249,0,0,0,0,0,0,0,0,0,0,0,200,0,16,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,141,0,0,0,528,0,0,0,45,0,0,0,125,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 14:00 - 15:00,f,f,517,0,28,0,0,0,435,0,3,0,345,0,0,0,36,0,59,0,f,f,0,0,234,0,0,0,0,0,0,0,0,0,0,0,197,0,16,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,138,0,0,0,589,0,0,0,45,0,0,0,120,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 15:00 - 16:00,f,f,401,0,29,0,0,0,393,0,4,0,339,0,0,0,35,0,8,0,f,f,0,0,231,0,0,0,0,0,0,0,0,0,0,0,193,0,16,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,133,0,0,0,682,0,0,0,44,0,0,0,119,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 16:00 - 17:00,f,f,385,0,28,0,0,0,343,0,4,0,347,0,0,0,36,0,7,0,f,f,0,0,230,0,0,0,0,0,0,0,0,0,0,0,191,0,14,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,129,0,0,0,572,0,0,0,43,0,0,0,118,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 17:00 - 18:00,f,f,404,0,31,0,0,0,171,0,3,0,369,0,0,0,37,0,7,0,f,f,0,0,233,0,0,0,0,0,0,0,0,0,0,0,191,0,14,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,130,0,0,0,632,0,0,0,44,0,0,0,125,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 18:00 - 19:00,f,f,414,0,34,0,0,0,96,0,4,0,395,0,0,0,39,0,8,0,f,f,0,0,254,0,0,0,0,0,0,0,0,0,0,0,197,0,16,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,140,0,0,0,750,0,0,0,47,0,0,0,134,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 19:00 - 20:00,f,f,459,0,32,0,0,0,80,0,3,0,379,0,0,0,41,0,7,0,f,f,0,0,268,0,0,0,0,0,0,0,0,0,0,0,200,0,14,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,149,0,0,0,888,0,0,0,49,0,0,0,139,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 20:00 - 21:00,f,f,468,0,31,0,0,0,78,0,4,0,353,0,0,0,38,0,7,0,f,f,0,0,251,0,0,0,0,0,0,0,0,0,0,0,196,0,14,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,142,0,0,0,864,0,0,0,47,0,0,0,132,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 21:00 - 22:00,f,f,439,0,28,0,0,0,69,0,3,0,323,0,0,0,35,0,7,0,f,f,0,0,233,0,0,0,0,0,0,0,0,0,0,0,186,0,12,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,129,0,0,0,987,0,0,0,43,0,0,0,122,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 22:00 - 23:00,f,f,389,0,26,0,0,0,72,0,3,0,295,0,0,0,31,0,8,0,f,f,0,0,214,0,0,0,0,0,0,0,0,0,0,0,176,0,14,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,115,0,0,0,922,0,0,0,41,0,0,0,110,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
25.03.2022 23:00 - 24:00,f,f,453,0,23,0,0,0,72,0,4,0,274,0,0,0,28,0,7,0,f,f,0,0,202,0,0,0,0,0,0,0,0,0,0,0,171,0,10,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,103,0,0,0,809,0,0,0,38,0,0,0,104,0,0,0,0,0,0,0,36,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 00:00 - 01:00,f,f,398,0,21,0,0,0,71,0,4,0,257,0,0,0,24,0,6,0,f,f,0,0,187,0,0,0,0,0,0,0,0,0,0,0,165,0,14,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,94,0,0,0,729,0,0,0,36,0,0,0,99,0,0,0,0,0,0,0,33,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 01:00 - 02:00,f,f,421,0,21,0,0,0,70,0,4,0,249,0,0,0,23,0,8,0,f,f,0,0,174,0,0,0,0,0,0,0,0,0,0,0,158,0,14,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,87,0,0,0,926,0,0,0,34,0,0,0,92,0,0,0,0,0,0,0,33,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 02:00 - 03:00,f,f,368,0,20,0,0,0,71,0,4,0,247,0,0,0,23,0,7,0,f,f,0,0,170,0,0,0,0,0,0,0,0,0,0,0,153,0,14,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,85,0,0,0,865,0,0,0,33,0,0,0,90,0,0,0,0,0,0,0,31,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 03:00 - 04:00,f,f,397,0,20,0,0,0,67,0,3,0,243,0,0,0,22,0,7,0,f,f,0,0,167,0,0,0,0,0,0,0,0,0,0,0,152,0,12,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,84,0,0,0,906,0,0,0,33,0,0,0,90,0,0,0,0,0,0,0,31,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 04:00 - 05:00,f,f,392,0,20,0,0,0,72,0,4,0,251,0,0,0,24,0,7,0,f,f,0,0,169,0,0,0,0,0,0,0,0,0,0,0,153,0,12,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,84,0,0,0,887,0,0,0,33,0,0,0,91,0,0,0,0,0,0,0,33,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 05:00 - 06:00,f,f,397,0,22,0,0,0,69,0,3,0,281,0,0,0,24,0,8,0,f,f,0,0,186,0,0,0,0,0,0,0,0,0,0,0,152,0,14,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,91,0,0,0,874,0,0,0,34,0,0,0,100,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 06:00 - 07:00,f,f,392,0,26,0,0,0,69,0,3,0,321,0,0,0,30,0,7,0,f,f,0,0,207,0,0,0,0,0,0,0,0,0,0,0,160,0,14,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,104,0,0,0,555,0,0,0,38,0,0,0,115,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 07:00 - 08:00,f,f,435,0,28,0,0,0,93,0,3,0,355,0,0,0,34,0,7,0,f,f,0,0,224,0,0,0,0,0,0,0,0,0,0,0,170,0,16,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,119,0,0,0,594,0,0,0,43,0,0,0,122,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 08:00 - 09:00,f,f,392,0,30,0,0,0,247,0,3,0,385,0,0,0,38,0,6,0,f,f,0,0,241,0,0,0,0,0,0,0,0,0,0,0,183,0,16,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,131,0,0,0,654,0,0,0,46,0,0,0,131,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 09:00 - 10:00,f,f,331,0,29,0,0,0,362,0,4,0,383,0,0,0,38,0,7,0,f,f,0,0,251,0,0,0,0,0,0,0,0,0,0,0,183,0,16,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,138,0,0,0,596,0,0,0,47,0,0,0,133,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 10:00 - 11:00,f,f,324,0,28,0,0,0,381,0,4,0,369,0,0,0,37,0,7,0,f,f,0,0,253,0,0,0,0,0,0,0,0,0,0,0,184,0,18,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,138,0,0,0,622,0,0,0,47,0,0,0,130,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 11:00 - 12:00,f,f,349,0,27,0,0,0,372,0,3,0,367,0,0,0,36,0,7,0,f,f,0,0,248,0,0,0,0,0,0,0,0,0,0,0,186,0,14,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,134,0,0,0,700,0,0,0,45,0,0,0,126,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 12:00 - 13:00,f,f,358,0,26,0,0,0,380,0,3,0,357,0,0,0,35,0,6,0,f,f,0,0,242,0,0,0,0,0,0,0,0,0,0,0,186,0,16,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,131,0,0,0,602,0,0,0,44,0,0,0,123,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 13:00 - 14:00,f,f,343,0,27,0,0,0,369,0,4,0,355,0,0,0,35,0,6,0,f,f,0,0,234,0,0,0,0,0,0,0,0,0,0,0,184,0,16,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,127,0,0,0,609,0,0,0,42,0,0,0,117,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 14:00 - 15:00,f,f,368,0,27,0,0,0,358,0,3,0,353,0,0,0,36,0,6,0,f,f,0,0,226,0,0,0,0,0,0,0,0,0,0,0,182,0,16,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,123,0,0,0,694,0,0,0,42,0,0,0,113,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 15:00 - 16:00,f,f,327,0,28,0,0,0,339,0,4,0,345,0,0,0,38,0,6,0,f,f,0,0,224,0,0,0,0,0,0,0,0,0,0,0,181,0,14,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,123,0,0,0,604,0,0,0,44,0,0,0,110,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 16:00 - 17:00,f,f,333,0,28,0,0,0,354,0,4,0,353,0,0,0,39,0,6,0,f,f,0,0,226,0,0,0,0,0,0,0,0,0,0,0,184,0,16,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,126,0,0,0,585,0,0,0,44,0,0,0,115,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 17:00 - 18:00,f,f,323,0,30,0,0,0,297,0,3,0,367,0,0,0,40,0,6,0,f,f,0,0,233,0,0,0,0,0,0,0,0,0,0,0,185,0,16,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,133,0,0,0,614,0,0,0,46,0,0,0,121,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 18:00 - 19:00,f,f,331,0,33,0,0,0,107,0,3,0,386,0,0,0,40,0,6,0,f,f,0,0,252,0,0,0,0,0,0,0,0,0,0,0,188,0,16,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,144,0,0,0,574,0,0,0,48,0,0,0,128,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 19:00 - 20:00,f,f,287,0,32,0,0,0,229,0,3,0,377,0,0,0,41,0,6,0,f,f,0,0,261,0,0,0,0,0,0,0,0,0,0,0,200,0,14,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,152,0,0,0,553,0,0,0,48,0,0,0,134,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 20:00 - 21:00,f,f,272,0,30,0,0,0,230,0,4,0,361,0,0,0,37,0,6,0,f,f,0,0,246,0,0,0,0,0,0,0,0,0,0,0,195,0,14,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,140,0,0,0,525,0,0,0,46,0,0,0,131,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 21:00 - 22:00,f,f,280,0,27,0,0,0,237,0,3,0,331,0,0,0,34,0,6,0,f,f,0,0,229,0,0,0,0,0,0,0,0,0,0,0,189,0,14,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,128,0,0,0,560,0,0,0,42,0,0,0,119,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 22:00 - 23:00,f,f,315,0,25,0,0,0,238,0,3,0,303,0,0,0,30,0,6,0,f,f,0,0,211,0,0,0,0,0,0,0,0,0,0,0,177,0,12,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,112,0,0,0,531,0,0,0,39,0,0,0,108,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
26.03.2022 23:00 - 24:00,f,f,320,0,23,0,0,0,244,0,4,0,271,0,0,0,26,0,6,0,f,f,0,0,196,0,0,0,0,0,0,0,0,0,0,0,173,0,12,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,101,0,0,0,551,0,0,0,37,0,0,0,103,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 00:00 - 01:00,f,f,298,0,22,0,0,0,242,0,4,0,281,0,0,0,23,0,6,0,f,f,0,0,180,0,0,0,0,0,0,0,0,0,0,0,164,0,10,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,91,0,0,0,557,0,0,0,36,0,0,0,92,0,0,0,0,0,0,0,30,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 01:00 - 02:00,f,f,294,0,20,0,0,0,245,0,3,0,260,0,0,0,23,0,6,0,f,f,0,0,175,0,0,0,0,0,0,0,0,0,0,0,158,0,12,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,84,0,0,0,571,0,0,0,35,0,0,0,88,0,0,0,0,0,0,0,28,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
